datetime,product_id,price,qty,customer_id,promotion_id,store_id,po_id
2026-05-10 20:21:00,P049,94.74,1,C0001,,S004,PO100012
2026-05-10 20:21:00,P046,406.31,2,C0001,,S004,PO100012
2026-05-13 23:05:25,P030,40.99,2,C0001,,S005,PO100013
2026-05-13 23:05:25,P049,85.27,2,C0001,PROM_HIST_1,S005,PO100013
2026-05-24 20:08:13,P042,51.16,2,C0001,,S005,PO100014
2026-05-24 20:08:13,P027,99.81,1,C0001,,S005,PO100014
2026-05-24 20:08:13,P016,22.41,1,C0001,,S005,PO100014
2026-05-29 01:45:22,P036,27.46,2,C0001,,S004,PO100015
2026-05-29 01:45:22,P017,49.05,1,C0001,,S004,PO100015
2025-12-24 00:00:00,P023,71.75,1,C0002,,S002,PO100016
2025-12-24 00:00:00,P019,364.9,1,C0002,PROM_HIST_1,S002,PO100016
2025-12-30 16:19:39,P016,20.17,1,C0002,PROM_HIST_1,S003,PO100017
2025-12-30 16:19:39,P036,27.46,1,C0002,,S003,PO100017
2026-03-15 11:21:38,P048,34.16,1,C0002,PROM_HIST_2,S005,PO100018
2025-12-07 00:00:00,P035,397.16,1,C0003,,S003,PO100019
2025-12-07 00:00:00,P034,101.39,1,C0003,,S003,PO100019
2025-12-07 00:00:00,P024,35.32,1,C0003,PROM_HIST_1,S003,PO100019
2025-12-13 08:30:40,P020,51.49,2,C0003,,S004,PO100020
2025-12-13 08:30:40,P021,50.42,1,C0003,PROM_HIST_2,S004,PO100020
2025-12-13 08:30:40,P031,375.23,2,C0003,,S004,PO100020
2025-12-13 08:30:40,P048,40.19,2,C0003,,S004,PO100020
2026-01-17 20:03:02,P021,59.32,2,C0003,,S002,PO100021
2026-01-17 20:03:02,P003,273.65,1,C0003,,S002,PO100021
2026-01-17 20:03:02,P024,39.24,1,C0003,,S002,PO100021
2026-01-17 20:03:02,P023,71.75,2,C0003,,S002,PO100021
2026-02-07 01:13:14,P013,378.37,1,C0003,,S002,PO100022
2026-02-07 01:13:14,P017,49.05,1,C0003,,S002,PO100022
2026-02-07 01:13:14,P007,249.57,1,C0003,,S002,PO100022
2026-02-07 01:13:14,P037,42.66,2,C0003,,S002,PO100022
2026-02-10 18:53:23,P031,375.23,1,C0003,,S001,PO100023
2026-02-17 18:28:56,P039,44.44,1,C0003,,S002,PO100024
2026-02-17 18:28:56,P042,51.16,2,C0003,,S002,PO100024
2026-02-22 06:59:42,P015,48.12,1,C0003,,S005,PO100025
2026-02-22 06:59:42,P032,112.36,1,C0003,,S005,PO100025
2026-02-22 06:59:42,P008,141.34,2,C0003,,S005,PO100025
2026-02-22 06:59:42,P002,53.28,2,C0003,,S005,PO100025
2026-03-03 12:16:55,P029,186.24,2,C0003,,S005,PO100026
2026-03-03 12:16:55,P005,36.09,2,C0003,,S005,PO100026
2026-03-03 12:16:55,P025,119.03,1,C0003,,S005,PO100026
2026-03-03 12:16:55,P034,101.39,1,C0003,,S005,PO100026
2026-03-13 18:44:06,P038,148.16,2,C0003,,S005,PO100027
2026-03-21 04:19:50,P025,119.03,2,C0003,,S001,PO100028
2026-03-21 04:19:50,P023,71.75,2,C0003,,S001,PO100028
2026-03-21 04:19:50,P040,34.81,1,C0003,,S001,PO100028
2026-03-21 04:19:50,P006,39.46,1,C0003,,S001,PO100028
2026-04-23 04:06:24,P009,53.25,2,C0003,,S005,PO100029
2026-05-15 10:58:08,P042,43.49,2,C0003,PROM_HIST_2,S004,PO100030
2026-05-15 10:58:08,P041,18.76,2,C0003,,S004,PO100030
2026-05-15 10:58:08,P014,34.68,2,C0003,,S004,PO100030
2026-05-15 10:58:08,P049,94.74,1,C0003,,S004,PO100030
2026-05-29 22:51:02,P009,53.25,1,C0003,,S003,PO100031
2026-05-29 22:51:02,P030,40.99,1,C0003,,S003,PO100031
2026-05-29 22:51:02,P001,163.37,2,C0003,,S003,PO100031
2025-12-08 00:00:00,P027,99.81,1,C0004,,S004,PO100032
2025-12-22 14:49:51,P016,22.41,1,C0004,,S001,PO100033
2025-12-22 14:49:51,P027,99.81,2,C0004,,S001,PO100033
2025-12-22 14:49:51,P006,39.46,1,C0004,,S001,PO100033
2025-12-22 14:49:51,P002,53.28,2,C0004,,S001,PO100033
2025-12-28 00:28:49,P021,59.32,1,C0004,,S004,PO100034
2025-12-28 00:28:49,P049,94.74,1,C0004,,S004,PO100034
2026-01-09 14:24:43,P011,320.86,2,C0004,,S001,PO100035
2026-01-09 14:24:43,P021,59.32,1,C0004,,S001,PO100035
2026-01-09 14:24:43,P019,405.45,1,C0004,,S001,PO100035
2026-01-09 14:24:43,P001,163.37,2,C0004,,S001,PO100035
2026-01-10 05:07:48,P050,109.38,1,C0004,,S003,PO100036
2026-01-10 05:07:48,P033,138.44,1,C0004,,S003,PO100036
2026-01-17 09:04:43,P016,22.41,2,C0004,,S002,PO100037
2026-01-17 09:04:43,P020,51.49,2,C0004,,S002,PO100037
2026-01-23 16:30:58,P033,138.44,2,C0004,,S001,PO100038
2026-01-23 16:30:58,P006,39.46,1,C0004,,S001,PO100038
2026-01-23 16:30:58,P037,42.66,1,C0004,,S001,PO100038
2026-01-26 13:02:52,P016,22.41,1,C0004,,S005,PO100039
2026-01-31 19:34:57,P007,249.57,1,C0004,,S005,PO100040
2026-02-01 07:32:09,P009,53.25,1,C0004,,S005,PO100041
2026-02-01 07:32:09,P010,251.05,1,C0004,,S005,PO100041
2026-03-10 13:02:26,P019,405.45,1,C0004,,S002,PO100042
2026-05-19 03:04:05,P008,141.34,2,C0004,,S003,PO100043
2026-05-26 14:43:39,P031,375.23,2,C0004,,S005,PO100044
2026-05-26 14:43:39,P037,42.66,1,C0004,,S005,PO100044
2026-05-26 14:43:39,P040,34.81,2,C0004,,S005,PO100044
2025-12-03 00:00:00,P039,44.44,2,C0005,,S002,PO100045
2025-12-07 19:43:22,P038,125.94,2,C0005,PROM_HIST_2,S001,PO100046
2025-12-07 19:43:22,P030,40.99,1,C0005,,S001,PO100046
2025-12-07 19:43:22,P005,36.09,2,C0005,,S001,PO100046
2025-12-07 19:43:22,P009,53.25,1,C0005,,S001,PO100046
2025-12-13 02:28:13,P031,375.23,2,C0005,,S005,PO100047
2025-12-13 02:28:13,P003,273.65,2,C0005,,S005,PO100047
2025-12-20 18:47:45,P040,34.81,2,C0005,,S005,PO100048
2025-12-20 18:47:45,P047,22.3,2,C0005,,S005,PO100048
2025-12-20 18:47:45,P046,406.31,2,C0005,,S005,PO100048
2025-12-20 18:47:45,P024,39.24,1,C0005,,S005,PO100048
2025-12-29 03:31:06,P022,16.22,1,C0005,,S002,PO100049
2025-12-29 06:38:29,P037,42.66,2,C0005,,S004,PO100050
2025-12-29 06:38:29,P024,39.24,2,C0005,,S004,PO100050
2025-12-29 06:38:29,P033,138.44,1,C0005,,S004,PO100050
2025-12-29 06:38:29,P018,155.81,1,C0005,,S004,PO100050
2025-12-29 13:40:08,P050,98.44,1,C0005,PROM_HIST_1,S001,PO100051
2025-12-31 15:10:59,P013,378.37,1,C0005,,S001,PO100052
2025-12-31 15:10:59,P010,251.05,2,C0005,,S001,PO100052
2025-12-31 15:10:59,P038,148.16,2,C0005,,S001,PO100052
2025-12-31 15:10:59,P039,44.44,1,C0005,,S001,PO100052
2026-01-04 23:28:04,P022,16.22,1,C0005,,S005,PO100053
2026-01-04 23:28:04,P044,444.12,1,C0005,,S005,PO100053
2026-01-13 16:31:25,P017,49.05,1,C0005,,S005,PO100054
2026-01-13 16:31:25,P011,320.86,2,C0005,,S005,PO100054
2026-01-14 02:09:48,P011,320.86,1,C0005,,S004,PO100055
2026-01-14 11:13:30,P031,375.23,1,C0005,,S002,PO100056
2026-01-14 11:13:30,P010,251.05,1,C0005,,S002,PO100056
2026-01-14 11:13:30,P004,107.41,1,C0005,,S002,PO100056
2026-01-28 10:11:36,P004,107.41,2,C0005,,S002,PO100057
2026-01-28 10:11:36,P010,225.95,1,C0005,PROM_HIST_1,S002,PO100057
2026-01-28 10:11:36,P050,109.38,2,C0005,,S002,PO100057
2026-01-30 00:52:20,P032,112.36,1,C0005,,S001,PO100058
2026-01-30 00:52:20,P031,375.23,2,C0005,,S001,PO100058
2026-01-30 00:52:20,P005,36.09,1,C0005,,S001,PO100058
2026-01-30 00:52:20,P022,16.22,2,C0005,,S001,PO100058
2026-01-31 04:54:58,P001,163.37,2,C0005,,S001,PO100059
2026-01-31 04:54:58,P004,107.41,2,C0005,,S001,PO100059
2026-01-31 04:54:58,P025,119.03,1,C0005,,S001,PO100059
2026-01-31 04:54:58,P015,48.12,2,C0005,,S001,PO100059
2026-02-12 04:52:38,P048,36.17,1,C0005,PROM_HIST_1,S004,PO100060
2026-02-12 04:52:38,P001,163.37,1,C0005,,S004,PO100060
2026-02-12 04:52:38,P023,71.75,2,C0005,,S004,PO100060
2026-02-17 02:34:13,P025,119.03,2,C0005,,S003,PO100061
2026-02-17 02:34:13,P010,251.05,2,C0005,,S003,PO100061
2026-02-18 01:09:39,P028,48.34,1,C0005,,S002,PO100062
2026-02-18 01:09:39,P012,17.8,2,C0005,,S002,PO100062
2026-02-26 16:25:53,P044,444.12,2,C0005,,S005,PO100063
2026-02-26 16:25:53,P009,53.25,2,C0005,,S005,PO100063
2026-03-08 14:53:47,P046,365.68,2,C0005,PROM_HIST_1,S005,PO100064
2026-03-11 20:34:07,P008,141.34,1,C0005,,S005,PO100065
2026-03-12 11:20:25,P024,39.24,2,C0005,,S005,PO100066
2026-03-15 03:17:24,P049,85.27,2,C0005,PROM_HIST_1,S001,PO100067
2026-03-15 03:17:24,P019,405.45,1,C0005,,S001,PO100067
2026-03-15 03:17:24,P006,39.46,1,C0005,,S001,PO100067
2026-03-15 14:13:36,P013,378.37,2,C0005,,S002,PO100068
2026-03-31 08:11:24,P001,163.37,2,C0005,,S004,PO100069
2026-03-31 08:11:24,P038,148.16,2,C0005,,S004,PO100069
2026-03-31 19:15:42,P035,397.16,2,C0005,,S003,PO100070
2026-04-01 11:09:47,P013,378.37,2,C0005,,S004,PO100071
2026-04-02 19:33:41,P016,22.41,1,C0005,,S001,PO100072
2026-04-02 19:33:41,P017,49.05,2,C0005,,S001,PO100072
2026-04-02 19:33:41,P009,53.25,2,C0005,,S001,PO100072
2026-04-06 02:29:56,P049,94.74,2,C0005,,S003,PO100073
2026-04-06 02:29:56,P020,51.49,1,C0005,,S003,PO100073
2026-04-12 01:18:19,P046,406.31,1,C0005,,S005,PO100074
2026-04-18 18:17:06,P046,406.31,2,C0005,,S005,PO100075
2026-04-18 19:10:14,P006,39.46,1,C0005,,S003,PO100076
2026-04-18 19:10:14,P032,112.36,2,C0005,,S003,PO100076
2026-04-18 19:10:14,P001,163.37,1,C0005,,S003,PO100076
2026-04-22 02:51:18,P046,406.31,1,C0005,,S005,PO100077
2026-04-22 02:51:18,P003,273.65,2,C0005,,S005,PO100077
2026-04-22 02:51:18,P002,53.28,1,C0005,,S005,PO100077
2026-04-23 18:06:37,P016,19.05,1,C0005,PROM_HIST_2,S001,PO100078
2026-04-28 09:02:34,P008,141.34,2,C0005,,S001,PO100079
2026-04-28 09:02:34,P049,80.53,2,C0005,PROM_HIST_2,S001,PO100079
2026-04-28 09:02:34,P004,107.41,1,C0005,,S001,PO100079
2026-04-28 09:02:34,P031,375.23,1,C0005,,S001,PO100079
2026-04-29 00:59:14,P017,41.69,1,C0005,PROM_HIST_2,S003,PO100080
2026-04-29 00:59:14,P009,53.25,2,C0005,,S003,PO100080
2026-04-29 00:59:14,P036,27.46,1,C0005,,S003,PO100080
2026-05-08 06:07:11,P039,44.44,2,C0005,,S002,PO100081
2026-05-13 07:16:14,P017,49.05,1,C0005,,S002,PO100082
2026-05-16 08:07:25,P039,44.44,2,C0005,,S005,PO100083
2026-05-16 08:07:25,P041,18.76,1,C0005,,S005,PO100083
2026-05-16 08:07:25,P021,59.32,2,C0005,,S005,PO100083
2026-05-24 22:39:49,P020,51.49,2,C0005,,S005,PO100084
2026-05-24 22:39:49,P025,101.18,1,C0005,PROM_HIST_2,S005,PO100084
2026-05-24 22:39:49,P034,101.39,2,C0005,,S005,PO100084
2026-05-28 04:38:37,P047,22.3,1,C0005,,S002,PO100085
2025-12-05 00:00:00,P015,48.12,1,C0006,,S004,PO100086
2025-12-05 00:00:00,P017,49.05,2,C0006,,S004,PO100086
2025-12-05 00:00:00,P036,27.46,2,C0006,,S004,PO100086
2025-12-05 00:00:00,P049,85.27,2,C0006,PROM_HIST_1,S004,PO100086
2025-12-06 04:32:50,P006,35.51,2,C0006,PROM_HIST_1,S002,PO100087
2025-12-06 04:32:50,P033,117.67,1,C0006,PROM_HIST_2,S002,PO100087
2025-12-06 04:32:50,P021,59.32,1,C0006,,S002,PO100087
2025-12-06 22:50:21,P006,39.46,2,C0006,,S003,PO100088
2025-12-14 03:09:46,P024,39.24,2,C0006,,S002,PO100089
2025-12-14 03:09:46,P008,141.34,2,C0006,,S002,PO100089
2025-12-14 03:09:46,P027,99.81,2,C0006,,S002,PO100089
2025-12-14 03:09:46,P020,51.49,1,C0006,,S002,PO100089
2025-12-30 19:15:16,P038,148.16,2,C0006,,S001,PO100090
2025-12-30 19:15:16,P039,44.44,2,C0006,,S001,PO100090
2026-01-04 10:30:27,P004,107.41,2,C0006,,S002,PO100091
2026-01-04 10:30:27,P014,29.48,1,C0006,PROM_HIST_2,S002,PO100091
2026-01-05 13:55:30,P037,42.66,1,C0006,,S002,PO100092
2026-01-05 13:55:30,P041,16.88,1,C0006,PROM_HIST_1,S002,PO100092
2026-01-05 13:55:30,P034,101.39,2,C0006,,S002,PO100092
2026-01-05 13:55:30,P025,119.03,2,C0006,,S002,PO100092
2026-01-06 03:50:21,P032,112.36,2,C0006,,S001,PO100093
2026-01-06 03:50:21,P021,59.32,2,C0006,,S001,PO100093
2026-01-06 03:50:21,P025,107.13,1,C0006,PROM_HIST_1,S001,PO100093
2026-01-06 03:50:21,P044,399.71,2,C0006,PROM_HIST_1,S001,PO100093
2026-01-13 13:09:44,P044,399.71,1,C0006,PROM_HIST_1,S004,PO100094
2026-01-13 13:09:44,P020,51.49,1,C0006,,S004,PO100094
2026-01-13 13:09:44,P015,48.12,1,C0006,,S004,PO100094
2026-01-13 13:09:44,P037,42.66,2,C0006,,S004,PO100094
2026-01-29 22:39:17,P019,405.45,1,C0006,,S004,PO100095
2026-01-29 22:39:17,P028,48.34,2,C0006,,S004,PO100095
2026-02-08 12:52:37,P035,397.16,2,C0006,,S001,PO100096
2026-02-09 13:20:31,P049,94.74,1,C0006,,S003,PO100097
2026-02-09 13:20:31,P040,34.81,2,C0006,,S003,PO100097
2026-02-09 13:20:31,P041,18.76,2,C0006,,S003,PO100097
2026-02-09 13:20:31,P019,405.45,2,C0006,,S003,PO100097
2026-02-15 01:16:59,P047,22.3,1,C0006,,S005,PO100098
2026-02-15 01:16:59,P001,163.37,2,C0006,,S005,PO100098
2026-02-15 01:16:59,P036,27.46,1,C0006,,S005,PO100098
2026-02-19 05:35:31,P009,53.25,1,C0006,,S005,PO100099
2026-02-19 05:35:31,P027,99.81,2,C0006,,S005,PO100099
2026-02-26 12:32:30,P002,53.28,1,C0006,,S002,PO100100
2026-02-26 12:32:30,P001,163.37,2,C0006,,S002,PO100100
2026-02-26 12:32:30,P037,42.66,2,C0006,,S002,PO100100
2026-02-26 12:32:30,P015,48.12,1,C0006,,S002,PO100100
2026-02-27 10:26:16,P048,40.19,2,C0006,,S002,PO100101
2026-03-07 13:54:32,P049,80.53,1,C0006,PROM_HIST_2,S003,PO100102
2026-03-12 09:25:17,P005,36.09,2,C0006,,S001,PO100103
2026-03-17 23:46:51,P038,125.94,2,C0006,PROM_HIST_2,S004,PO100104
2026-03-19 14:51:01,P046,406.31,1,C0006,,S003,PO100105
2026-03-19 14:51:01,P013,378.37,1,C0006,,S003,PO100105
2026-03-19 14:51:01,P001,147.03,1,C0006,PROM_HIST_1,S003,PO100105
2026-03-19 14:51:01,P039,44.44,1,C0006,,S003,PO100105
2026-03-21 04:25:43,P038,148.16,1,C0006,,S003,PO100106
2026-03-21 04:25:43,P028,48.34,2,C0006,,S003,PO100106
2026-03-21 04:25:43,P022,16.22,2,C0006,,S003,PO100106
2026-03-21 04:25:43,P032,112.36,1,C0006,,S003,PO100106
2026-03-27 10:55:57,P006,35.51,1,C0006,PROM_HIST_1,S004,PO100107
2026-04-02 23:57:02,P020,51.49,2,C0006,,S004,PO100108
2026-04-02 23:57:02,P014,34.68,1,C0006,,S004,PO100108
2026-04-02 23:57:02,P032,112.36,1,C0006,,S004,PO100108
2026-04-07 07:10:43,P034,101.39,2,C0006,,S005,PO100109
2026-04-07 07:10:43,P032,112.36,1,C0006,,S005,PO100109
2026-04-07 07:10:43,P035,397.16,2,C0006,,S005,PO100109
2026-04-07 07:10:43,P004,107.41,1,C0006,,S005,PO100109
2026-04-08 11:48:42,P009,53.25,2,C0006,,S001,PO100110
2026-04-13 04:42:32,P016,22.41,1,C0006,,S005,PO100111
2026-04-16 21:34:39,P023,64.58,2,C0006,PROM_HIST_1,S002,PO100112
2026-04-16 21:34:39,P048,40.19,1,C0006,,S002,PO100112
2026-04-23 00:12:58,P045,43.56,1,C0006,,S005,PO100113
2026-04-23 00:12:58,P044,444.12,1,C0006,,S005,PO100113
2026-04-23 00:12:58,P011,320.86,1,C0006,,S005,PO100113
2026-04-23 00:12:58,P048,40.19,2,C0006,,S005,PO100113
2026-04-24 16:30:15,P037,38.39,1,C0006,PROM_HIST_1,S001,PO100114
2026-04-24 16:30:15,P030,36.89,2,C0006,PROM_HIST_1,S001,PO100114
2026-04-29 15:07:25,P043,437.84,1,C0006,,S003,PO100115
2026-05-01 21:55:45,P046,406.31,2,C0006,,S003,PO100116
2026-05-01 21:55:45,P048,40.19,2,C0006,,S003,PO100116
2026-05-01 21:55:45,P023,60.99,1,C0006,PROM_HIST_2,S003,PO100116
2026-05-03 20:30:24,P001,138.86,2,C0006,PROM_HIST_2,S003,PO100117
2026-05-03 20:30:24,P041,18.76,2,C0006,,S003,PO100117
2026-05-04 19:10:48,P027,99.81,2,C0006,,S004,PO100118
2026-05-04 19:10:48,P045,43.56,1,C0006,,S004,PO100118
2026-05-04 19:10:48,P006,39.46,2,C0006,,S004,PO100118
2026-05-04 19:10:48,P018,155.81,1,C0006,,S004,PO100118
2026-05-07 12:55:35,P039,44.44,1,C0006,,S001,PO100119
2026-05-13 09:28:42,P050,109.38,1,C0006,,S005,PO100120
2026-05-13 09:28:42,P007,249.57,2,C0006,,S005,PO100120
2026-05-13 09:28:42,P040,34.81,2,C0006,,S005,PO100120
2026-05-17 06:03:41,P036,27.46,2,C0006,,S004,PO100121
2026-05-17 13:15:59,P021,59.32,1,C0006,,S001,PO100122
2026-05-29 11:41:30,P020,51.49,2,C0006,,S004,PO100123
2026-05-29 11:41:30,P027,99.81,2,C0006,,S004,PO100123
2026-05-29 11:41:30,P034,101.39,1,C0006,,S004,PO100123
2025-12-04 00:00:00,P011,320.86,1,C0007,,S004,PO100124
2025-12-14 21:14:11,P021,53.39,1,C0007,PROM_HIST_1,S004,PO100125
2025-12-25 19:31:41,P012,17.8,2,C0007,,S004,PO100126
2025-12-25 19:31:41,P046,406.31,1,C0007,,S004,PO100126
2025-12-25 19:31:41,P020,51.49,2,C0007,,S004,PO100126
2025-12-25 19:31:41,P050,92.97,2,C0007,PROM_HIST_2,S004,PO100126
2025-12-28 15:01:10,P007,249.57,1,C0007,,S002,PO100127
2026-01-01 08:45:21,P050,109.38,1,C0007,,S003,PO100128
2026-01-01 08:45:21,P008,141.34,1,C0007,,S003,PO100128
2026-01-01 08:45:21,P002,53.28,1,C0007,,S003,PO100128
2026-01-06 13:17:22,P004,107.41,1,C0007,,S003,PO100129
2026-01-06 13:17:22,P040,34.81,1,C0007,,S003,PO100129
2026-01-06 13:17:22,P020,51.49,2,C0007,,S003,PO100129
2026-01-06 13:17:22,P023,60.99,1,C0007,PROM_HIST_2,S003,PO100129
2026-01-11 00:04:20,P032,112.36,1,C0007,,S004,PO100130
2026-01-17 01:45:06,P010,251.05,2,C0007,,S001,PO100131
2026-01-17 01:45:06,P002,53.28,1,C0007,,S001,PO100131
2026-01-17 01:45:06,P008,141.34,2,C0007,,S001,PO100131
2026-01-21 20:02:04,P032,112.36,2,C0007,,S001,PO100132
2026-02-01 14:15:31,P006,39.46,2,C0007,,S001,PO100133
2026-02-17 20:35:46,P019,405.45,1,C0007,,S001,PO100134
2026-02-17 20:35:46,P049,94.74,1,C0007,,S001,PO100134
2026-02-17 20:35:46,P016,22.41,2,C0007,,S001,PO100134
2026-02-17 20:35:46,P046,345.36,1,C0007,PROM_HIST_2,S001,PO100134
2026-03-04 06:28:32,P041,18.76,1,C0007,,S005,PO100135
2026-03-04 06:28:32,P030,40.99,1,C0007,,S005,PO100135
2026-03-04 06:28:32,P037,42.66,2,C0007,,S005,PO100135
2026-03-13 08:48:03,P031,375.23,2,C0007,,S003,PO100136
2026-03-13 08:48:03,P048,40.19,2,C0007,,S003,PO100136
2026-03-13 08:48:03,P049,94.74,2,C0007,,S003,PO100136
2026-03-17 01:33:43,P014,31.21,1,C0007,PROM_HIST_1,S005,PO100137
2026-03-19 08:23:20,P015,48.12,2,C0007,,S004,PO100138
2026-03-19 08:23:20,P007,249.57,1,C0007,,S004,PO100138
2026-03-27 19:06:26,P036,27.46,1,C0007,,S004,PO100139
2026-03-27 19:06:26,P041,18.76,2,C0007,,S004,PO100139
2026-04-01 10:08:29,P036,27.46,2,C0007,,S003,PO100140
2026-04-01 10:08:29,P039,44.44,1,C0007,,S003,PO100140
2026-04-01 10:08:29,P008,141.34,2,C0007,,S003,PO100140
2026-04-01 10:08:29,P010,225.95,2,C0007,PROM_HIST_1,S003,PO100140
2026-04-02 06:49:09,P031,318.95,2,C0007,PROM_HIST_2,S001,PO100141
2026-04-02 06:49:09,P026,384.18,2,C0007,,S001,PO100141
2026-04-02 06:49:09,P021,50.42,1,C0007,PROM_HIST_2,S001,PO100141
2026-04-09 03:35:13,P033,138.44,1,C0007,,S002,PO100142
2026-04-14 08:49:35,P045,43.56,2,C0007,,S004,PO100143
2026-04-14 08:49:35,P025,119.03,1,C0007,,S004,PO100143
2026-04-14 08:49:35,P038,148.16,2,C0007,,S004,PO100143
2026-04-18 18:47:11,P040,29.59,1,C0007,PROM_HIST_2,S004,PO100144
2026-04-18 18:47:11,P018,155.81,2,C0007,,S004,PO100144
2026-04-18 18:47:11,P006,33.54,2,C0007,PROM_HIST_2,S004,PO100144
2026-04-20 06:29:33,P017,44.14,1,C0007,PROM_HIST_1,S003,PO100145
2026-04-20 06:29:33,P026,326.55,1,C0007,PROM_HIST_2,S003,PO100145
2026-04-26 11:26:49,P043,437.84,1,C0007,,S001,PO100146
2026-04-26 11:26:49,P044,444.12,2,C0007,,S001,PO100146
2026-04-26 11:26:49,P003,273.65,2,C0007,,S001,PO100146
2026-04-29 09:44:20,P013,321.61,2,C0007,PROM_HIST_2,S005,PO100147
2026-04-29 09:44:20,P027,99.81,1,C0007,,S005,PO100147
2026-04-30 17:39:59,P033,138.44,1,C0007,,S001,PO100148
2026-04-30 17:39:59,P032,112.36,2,C0007,,S001,PO100148
2026-04-30 17:39:59,P026,384.18,2,C0007,,S001,PO100148
2026-04-30 17:39:59,P012,17.8,1,C0007,,S001,PO100148
2026-05-02 10:27:12,P037,38.39,2,C0007,PROM_HIST_1,S001,PO100149
2026-05-02 10:27:12,P044,444.12,2,C0007,,S001,PO100149
2026-05-02 10:27:12,P042,51.16,1,C0007,,S001,PO100149
2026-05-12 16:27:52,P014,34.68,2,C0007,,S002,PO100150
2026-05-12 16:27:52,P012,17.8,1,C0007,,S002,PO100150
2026-05-12 16:27:52,P008,141.34,2,C0007,,S002,PO100150
2026-05-16 03:05:18,P027,99.81,1,C0007,,S003,PO100151
2026-05-16 03:05:18,P015,48.12,2,C0007,,S003,PO100151
2026-05-21 07:10:12,P032,112.36,2,C0007,,S002,PO100152
2026-05-21 07:10:12,P028,48.34,1,C0007,,S002,PO100152
2026-05-25 23:32:13,P035,397.16,2,C0007,,S002,PO100153
2026-05-25 23:32:13,P029,186.24,2,C0007,,S002,PO100153
2026-05-25 23:32:13,P039,44.44,2,C0007,,S002,PO100153
2026-05-28 17:37:04,P008,141.34,2,C0007,,S002,PO100154
2025-12-07 00:00:00,P004,107.41,2,C0008,,S003,PO100155
2025-12-07 00:00:00,P023,71.75,1,C0008,,S003,PO100155
2025-12-19 14:37:35,P035,397.16,1,C0008,,S003,PO100156
2026-01-20 22:02:32,P044,444.12,2,C0008,,S002,PO100157
2026-01-20 22:02:32,P026,384.18,2,C0008,,S002,PO100157
2026-02-18 18:00:11,P008,141.34,2,C0008,,S004,PO100158
2026-02-18 18:00:11,P017,49.05,1,C0008,,S004,PO100158
2026-02-18 18:00:11,P026,384.18,2,C0008,,S004,PO100158
2026-03-15 15:52:12,P042,51.16,2,C0008,,S002,PO100159
2026-05-18 23:47:32,P045,43.56,1,C0008,,S001,PO100160
